dates;ARW;BBY;CTL;DD;F;GT;IP;IPG;MRO;NCR;OLN;OI;AN;RAD;R;TDS;TEN;WDC;WHR;WMB;XRX;VIAC;FCX;X;WRK;SIRI;ABC;DISH;PAG;CNX
2000-01-18;0.00416779365497326;6.567518391235578e-07;3.2577207724788044e-05;0.0005511800643883712;0.0004362719189668039;0.008004955670258487;9.188365959672441e-05;8.507265393825773e-08;0.018040430485292424;0.004447075768219558;0.005316537897699077;0.06731061200411478;0.010394761379411867;0.3424494864861293;0.01717800810358345;1.114706380533528e-08;0.35828393197860875;0.07539514734314466;0.0003555072528175588;0.009728755078771635;0.03355652314788998;0.0010931225841591414;0.10223718338132093;0.09169340409497956;0.06331361722694327;0.06697413837978133;0.003366668858069809;2.091949167362446e-06;0.052692699969469584;0.31711087322239406
2000-01-19;0.00425527321154512;4.3235274265745143e-07;4.124492789947948e-05;0.0005840278924568756;0.0005029241141032239;0.008448760985849376;8.499420588404436e-05;5.124700832409519e-08;0.017248516488441137;0.005402453321584149;0.005955262401089338;0.06916262923006941;0.009235692211140439;0.3640741642490467;0.014341460911432449;5.748288844397472e-09;0.36578810669459305;0.05878864799928106;0.00033577654994665444;0.010656079479228572;0.03214224516367855;0.0007906992378167569;0.09737624825847307;0.09029972206067416;0.06420818079479458;0.05955834014938267;0.003287345000835554;1.927678532743234e-06;0.05219758396016784;0.3212453815538966
2000-01-20;0.004573726266198586;6.448600598062292e-07;4.504593819486204e-05;0.000760300653866212;0.000716850492829032;0.010729894494165964;0.00012474814340016825;1.048937123090149e-07;0.020003817953670067;0.005133191306531071;0.006312415966904716;0.07092757559827523;0.01029199462579865;0.3638359526826599;0.016677239579781792;5.858222436317109e-09;0.3673503304336202;0.06422381787093687;0.00034136275907201965;0.008004452449156933;0.03820002877452117;0.0008530112842207127;0.1060276389359181;0.09735828578534522;0.06416145001912416;0.056380552556036446;0.004254709352441219;1.2747157852579826e-06;0.052874552019614114;0.3127451477390297
2000-01-21;0.004112938682940056;7.552576886924613e-07;4.613258389911601e-05;0.0008637469570004921;0.000978400874305124;0.01285414764743475;0.00014001692730580568;1.2520943693508868e-07;0.017375288267709385;0.002338630095154813;0.00678579263062862;0.07726409270267594;0.009893925483698579;0.3815240799639311;0.018651111640325537;3.4792503833947223e-09;0.3741474665899964;0.07685421805049306;0.0004563277036644176;0.006837043613561022;0.04371008722513625;0.000858037793092296;0.11282478217207736;0.10432723701570162;0.06645395125588573;0.05463115270401255;0.00526332412837928;1.1219413240771797e-06;0.052703915991666996;0.3107994024537276
2000-01-24;0.004850490878903954;1.210065119064707e-06;5.316147656855097e-05;0.0006847847795240925;0.0008505052209415383;0.013429357606049628;0.00019817628910485084;2.2924128998164787e-07;0.02122875646964339;0.0029244142918748058;0.0074260056985506594;0.0853204861542306;0.010673365650089545;0.36678966108118677;0.01941052784145653;2.1692084935538085e-09;0.37457352210404216;0.08626168058667466;0.0004295126712923941;0.008474470526156786;0.04691174456737354;0.000889345399553143;0.11827487402608616;0.11271931649931294;0.07429962534278646;0.05437876574441863;0.0050520822411301205;1.1819723669261496e-06;0.053642553523816736;0.3110945431536408
2000-01-25;0.005191501693955833;8.416249552621757e-07;6.641888935772767e-05;0.0008723904384552517;0.00112018414471255;0.016552078960664345;0.00023487035072966748;2.2679100166212318e-07;0.023330563278957422;0.002942912388888165;0.007032433909339355;0.09145933181831778;0.01338778232659926;0.3712466763017783;0.02291429126699927;2.188000556128046e-09;0.37229065721858734;0.0688588023057814;0.0008156791424390806;0.009182411740879306;0.04572019096304164;0.0008323558698263981;0.12143336509192332;0.11049677342124459;0.08737527964172842;0.05750688966093435;0.005975943495438318;1.3713502852673607e-06;0.054178817888776494;0.31533430669509976
2000-01-26;0.0062328341118172564;1.1709151262357955e-06;6.754077709517217e-05;0.0009164520265096962;0.0018565775780263786;0.015886980023408603;0.00021335368005780185;2.475833090412048e-07;0.02274284980306427;0.0017691040599269402;0.006271655231168373;0.09530774033790912;0.01613444624329756;0.3908967015310264;0.02373198871564315;1.6614420963259905e-09;0.36264924267957727;0.07725644934284538;0.000329761861591612;0.005744279296341535;0.04549631444995983;0.0006504505602550438;0.1328248036561519;0.11964431345149934;0.08213455680484016;0.058485768521419394;0.0069509602354591166;2.6181396690482053e-06;0.05381396595969826;0.34206184869496115
2000-01-27;0.006190719495485519;1.3382539868876292e-06;9.905916524475969e-05;0.001032064269168841;0.001170080027225696;0.014356337826433516;0.0002318957683469202;5.184022014764474e-07;0.02500506149125007;0.002048265092765814;0.007138299373560282;0.09552659290096938;0.01784330951270927;0.399351623894688;0.02427820671263174;3.839052877227556e-08;0.35644376000753075;0.09058405559706295;0.0005221472182257059;0.0072485356075751035;0.050056466144985705;0.0006578654021870342;0.11935683006546827;0.11219986968956447;0.08903781831881452;0.06418867941016161;0.00597795214463322;2.4980983827868433e-06;0.053416765099422114;0.3220719256936345
2000-01-28;0.007257947898333643;2.1478679725970177e-06;0.00015810710910007722;0.0013136907091651868;0.0014301765140406634;0.019036512499616395;0.00022847712485050918;8.079736706882787e-07;0.024018588802683198;0.002332864962270778;0.007347590280632907;0.09377687059880835;0.016593142789706354;0.40892812281722657;0.026536376059401984;3.6784175774979084e-08;0.379476414354102;0.08645213059951173;0.0005165309855806594;0.008252837526539276;0.05910293547175461;0.0008614858691409715;0.12352006723196646;0.11909143919530102;0.09868330401955294;0.06694866011586202;0.005969611988375441;5.815494282170348e-06;0.05334056046350973;0.30545700196671344
2000-01-31;0.00829130981720445;2.631217246681828e-06;0.00013018932107223825;0.0011923213609439417;0.0012277200495663459;0.01792170704488599;0.00024159512777121455;1.1204664846028417e-06;0.020328396350759188;0.0023134503188446394;0.0094633080685967;0.10156291159750624;0.01987304251790444;0.3868335461479641;0.02460628380114641;6.329540171124896e-08;0.37433059787735645;0.08651035428195042;0.00041585003526482947;0.007079050680833176;0.055417223913335346;0.0010630758809392232;0.12362748630851716;0.12602785858672216;0.09879607846085053;0.07495268588575774;0.0069096928837190244;8.514430974119914e-06;0.05348532547204989;0.3057110409371385
2000-02-01;0.0073568205645728945;1.7791896196962232e-06;0.00012993480499953243;0.0009849075508673;0.0011881342108070164;0.0169334570695419;0.00021934096058658412;5.494871698479973e-07;0.023768349471362086;0.0020866087283616407;0.008390050151833129;0.09697721141601973;0.026249798530635828;0.36200155129565065;0.025602237991744423;4.5222265694109164e-08;0.37563572307868637;0.08845089731466055;0.0003350607194409538;0.008046978036681966;0.055863866385102066;0.0010039298932630412;0.12347597994074794;0.1257780707709007;0.09409307427819585;0.0641614904232977;0.006049413460792815;4.23076069435441e-06;0.052513717857330805;0.310197222844257
2000-02-02;0.007074518281814474;1.7590772506256972e-06;0.00010719863343928244;0.001288760523072486;0.0015821574702521222;0.019883271797510753;0.00023876223022041576;5.301962621917835e-07;0.020748245446697944;0.0019703463528427693;0.008409630431006957;0.10430466834760099;0.03478409615390522;0.36865416055208505;0.024649955601026927;2.878847683081392e-08;0.3763155157181528;0.08653485218193524;0.00045641762494599744;0.007441102971585797;0.05485415616950336;0.0010269189286708632;0.12367268750389265;0.12673585214273775;0.08506455791890255;0.061893068915946016;0.005822401315182917;4.3539939662116325e-06;0.05277555180123478;0.30581792276421305
2000-02-03;0.006787976100619407;1.1143621246046116e-06;0.00010459216918665015;0.0012995005450934835;0.0015587980469851928;0.022083796795549063;0.0003238251921688275;4.256029228115012e-07;0.022489873503377493;0.0018955642581718983;0.008933903216102355;0.10633021371875256;0.041360683166855816;0.381175736606713;0.022324145271292554;1.989608835437169e-08;0.373019158495469;0.07720967713136126;0.00046200818460420863;0.007893278321302028;0.04750864428078401;0.000710962309825205;0.12305933267636476;0.13077435028019546;0.08676180424981261;0.05846219846357693;0.006007220290574482;5.04500165883431e-06;0.04993339065702017;0.30287036427886693
2000-02-04;0.005224617173336678;4.430762562644044e-07;0.00011918071170383572;0.0015233671757423396;0.0018241964769095096;0.02447363520104376;0.00036971865658507694;3.025431424868464e-07;0.024602296136517408;0.0021199534725862743;0.009347117176578;0.11988253784119624;0.02936592719707865;0.3814092434127151;0.02237922963117546;4.152394193052508e-08;0.3768831067271355;0.0772400156304099;0.0005507715100880646;0.008573799879459937;0.04546427877175137;0.0005327652575059564;0.11161741577850604;0.13219570145731502;0.09183292282900662;0.05495484146349285;0.006464288482623167;7.438968515575578e-06;0.047888182927647044;0.3078147366148897
2000-02-07;0.005136733731845336;6.31584237135178e-07;0.0001286895476138676;0.001581529428752984;0.0018520145997619967;0.02096741853643624;0.00046002947640061105;3.618588243165443e-07;0.02270230564179324;0.0014872310894194247;0.00879868372207287;0.13010991882622824;0.03483178599798713;0.3688970473141918;0.026460628523676838;5.371975976801218e-08;0.38774859511283066;0.07211381584664472;0.0006183909767947186;0.007634621344999872;0.04801183945594486;0.0006452688614558419;0.11346809263449459;0.13672762048419496;0.09798256180869047;0.05271957301223034;0.006636491480856337;3.866466020866079e-06;0.04708137832581779;0.3124585629987933
2000-02-08;0.004821189507524487;4.1232766493992444e-07;0.00011872461914126096;0.0015720451285428942;0.0017358675868387099;0.025157682802431008;0.00041750750147709136;2.7164528844684676e-07;0.02474707722575452;0.0015909398551112197;0.010966430748511152;0.12219804208163515;0.033513281259916906;0.36816068879280534;0.027165711062474743;3.249784578710416e-08;0.3870523106117528;0.07536115536077644;0.0007309359486264511;0.005089836901794743;0.04727623502623567;0.00044497748765997197;0.11727017493586361;0.13706045190881438;0.08983917780885559;0.04423650438676633;0.007302139309298859;1.8564585353676692e-06;0.0468412520093087;0.3071086213515981
2000-02-09;0.005255528637351008;6.536202507818558e-07;0.00013864948298397702;0.0018861380262672174;0.002104608974925866;0.02184838507301264;0.0006147494872539976;6.327903097153117e-07;0.02922555136187375;0.001557165998075314;0.012157728810482228;0.12616544007192404;0.03462920565411177;0.3678638360786121;0.030660784986276876;9.571242505157704e-08;0.4003491347550673;0.07883346516746953;0.0006718760396989;0.005473198011363836;0.04827538623817929;0.0005610384485471854;0.11787221121819269;0.13760460940078795;0.09319521973994854;0.046147297363182176;0.008411881465022036;2.5363030798233283e-06;0.04742652969577686;0.29432263638998996
2000-02-10;0.004949224726343365;7.020473254735783e-07;0.00015179808909489482;0.0021551794573110754;0.0021760025336354347;0.020728447068968894;0.0005392142438870332;8.221950323308303e-07;0.026728953922537504;0.001464399170670065;0.014966476387147846;0.12601976784353713;0.03341726037170934;0.37366973347986043;0.029579022913508217;1.1300184442423433e-07;0.41020480672600235;0.08441850882815072;0.000728014526097031;0.004599655985763617;0.05766990769460625;0.0005763860795155398;0.11918773162482388;0.14526543200886638;0.09401894892815543;0.048035895151316246;0.008769538600378771;1.7026850789158655e-06;0.05018407765142703;0.29728700584105494
2000-02-11;0.006010031718263749;8.116822118125416e-07;0.00015210772861730761;0.0021824362659511273;0.0026694100413233945;0.026135554324759357;0.0006749007146052752;1.0961806952717385e-06;0.031040212081832084;0.0015440297379660194;0.01455371926306987;0.13292762387935897;0.016607664698188945;0.38036875333818476;0.03480466519299959;1.5207351738236265e-07;0.4211441567593618;0.08070838481014647;0.0009259280951336529;0.004767055081885412;0.06181988183395947;0.0005463123519300507;0.11527720190664248;0.14701447361591075;0.09687754914519225;0.04782520440245453;0.010014782969887927;2.861082473039123e-06;0.055770074054197094;0.30715697232687955
2000-02-14;0.0059168992456276985;9.269650933537965e-07;0.00014618407271177968;0.002173570108760126;0.0021766640962086123;0.025454777612893876;0.000709723299067019;1.1637904778079246e-06;0.02924804829290193;0.0016726119583869614;0.012166008233515843;0.13504409874926465;0.01781978999997568;0.3927191095060618;0.03436374802035837;2.1943973819546367e-07;0.4188879746729293;0.08645028850018549;0.0008999907569633003;0.00480283519041102;0.04516057388946836;0.0005729867267730601;0.11326220258439268;0.14048491973256205;0.10056521364611226;0.05348724537112833;0.010295223048909312;2.8109837062340363e-06;0.05570998473215247;0.30385196048705193
2000-02-15;0.008522459047766726;9.160251003759761e-07;0.00018269501830192933;0.0018231911526399032;0.0025332262472010877;0.017427941078200792;0.0005632465795568645;1.1416748358493677e-06;0.02678657358278162;0.001395970501634083;0.011641486286153281;0.1329366318362919;0.020560570665984636;0.3897304683649278;0.03219459885779733;1.6196810286370455e-07;0.4275404018092125;0.0948983967272583;0.0009344371188832507;0.00410964003831754;0.04319395334740574;0.0006951386051328634;0.11395951321475173;0.1278288339865531;0.09329924688461183;0.05432911055243851;0.011557909897306753;2.9602715162381906e-06;0.057418850925956735;0.30716494313817283
2000-02-16;0.007958114030363974;6.315762859399336e-07;0.00018797176603987386;0.002009653920136045;0.002619840305701713;0.01730859733994806;0.0006118215505469459;1.243371129738181e-06;0.024812637249776507;0.001972344012375248;0.01201744678372216;0.14256117714334582;0.014972999212260842;0.38412508680214175;0.033139289932154446;1.2124095159937653e-07;0.46201769273450205;0.09500048365960168;0.000776347916298967;0.0034942505555028264;0.05022188800411614;0.0009648490492750238;0.11745840789695988;0.12370167684498756;0.10079925603557599;0.039693337860109805;0.011440714131510626;2.1681237219917994e-06;0.06111852438679886;0.30277943318979295
2000-02-17;0.00764097382205174;7.0380222722036e-07;0.00021189995840026276;0.0019637410606301716;0.002914761947385809;0.01950884141223104;0.0007077646352161691;1.7978562489575202e-06;0.0253498892584746;0.0015515217426646448;0.010373317273996967;0.14893516595927087;0.013477520598996246;0.410248901148736;0.037621858679061364;3.076226521298174e-08;0.435135065262952;0.07425779389993964;0.0005029990808052806;0.003964368968770885;0.05568347365801909;0.0010002013884053908;0.116230202011958;0.1329012041184916;0.1068512189139364;0.027358484621790496;0.0095261368193645;1.3432725517315595e-06;0.06220662879580961;0.30466585917404987
2000-02-18;0.008110534788004366;5.10604265225503e-07;0.0003028473487333654;0.002320118731578231;0.00490449408061792;0.018581385313518804;0.00105555039725801;1.626794773057891e-06;0.02999370200615729;0.0018252262115848903;0.013367694704476978;0.15795397409663575;0.01735338415712411;0.41051993720844654;0.04210378299160414;6.507291316204234e-08;0.4375891611267032;0.08035801694095385;0.0007260480585264689;0.004798526677427747;0.05453502745485932;0.001143207782667424;0.11764604800697703;0.1426490301924097;0.11788274113585173;0.0366399184178855;0.012171520701799193;1.512659163431899e-06;0.06800169465825283;0.30592746359179535
2000-02-22;0.008219146121422867;8.033586422100789e-07;0.0002582515946484904;0.0013667974058899938;0.004243967312466253;0.015892027666379382;0.0008698694570285172;1.5600365717487355e-06;0.031172494977800502;0.0016322295785911648;0.01296755072934698;0.1577944024314748;0.017962504304622845;0.40702387156286235;0.04202296450062135;6.234397054651712e-08;0.4308448877418237;0.08247514873346667;0.0007183766924870106;0.005379595871554887;0.05508713959836758;0.0010956226065304874;0.12034493623077813;0.1390430871556984;0.11560389947506922;0.041420699896215274;0.011983666731465305;6.888808159699813e-07;0.07522814841921863;0.30739587189046474
2000-02-23;0.005229662819242186;8.033534442463877e-07;0.00028326512674031973;0.001652665655067887;0.0052550391255289436;0.01673473642668752;0.0011233282741160086;2.99199338516261e-06;0.03681078834887578;0.0012684307472229193;0.013559711951817013;0.1643625714330525;0.019285910063765226;0.3724181582221476;0.04635431840399362;3.207470630718158e-08;0.42868369937411677;0.08033097195768091;0.000758624137851637;0.00565145160347061;0.058231560859145756;0.0010359315286281175;0.13283320844491459;0.14614760080629785;0.13215487288590744;0.03610046087305287;0.01268936462190315;4.638170726138457e-08;0.07522602198421183;0.32212918369782606
2000-02-24;0.0005992799183695656;1.1833711721103311e-06;0.0003581003076870568;0.001956527557903637;0.005608056579941015;0.019068407747504307;0.001824464286240639;3.950822959273009e-06;0.03886936572393532;0.00164058289911846;0.01522107460318798;0.16743137961636856;0.019155706663427013;0.30034375374851163;0.043880701669005276;3.1852841580774976e-08;0.4407011960361277;0.08231404515081497;0.0007449890893494009;0.006051898523133949;0.06048307547882901;0.0012399222623021016;0.15624599990556187;0.15224629809904233;0.12676759975293012;0.037857324815512086;0.014125190898850611;1.0830241671666522e-07;0.08398830240959065;0.32137475778809377
2000-02-25;0.0010680708929096184;2.5005835857904997e-06;0.00036788798564849095;0.002175828173445603;0.005157904821633;0.02140414662198139;0.0026245280953143425;1.3745291685116378e-05;0.040823703298761664;0.0020697643720480217;0.014560501784077093;0.17027362147994862;0.013398640584422554;0.37744841113024963;0.045390105011400804;4.003711711551729e-08;0.45216045396584315;0.08914536461849792;0.0008467114071052745;0.006847573312338966;0.06324507772899136;0.0018042812889558358;0.17092172548436035;0.16327785895838176;0.13051829423044536;0.035883590413148654;0.017775102821947115;1.9693762653571584e-07;0.08404833503202319;0.32313098403126594
2000-02-28;0.000957444611058623;1.1972586510268177e-06;0.0003872712177056967;0.001967718234653122;0.005338818490432773;0.021850055500934527;0.0026801218319811053;1.028978019155169e-05;0.04035568338568098;0.002603771292216196;0.014536873311946601;0.18265804176907524;0.016571593027426723;0.38934469882399625;0.04516248167972512;3.6735629113072e-08;0.4516524688706471;0.09396159057121495;0.0008132599464680912;0.0054285976458177;0.056471458942861257;0.0019489365274936799;0.17489735410623602;0.15821188554273458;0.11956621653243071;0.034248900037907114;0.01579979753662438;1.468449369379376e-07;0.08255136830386978;0.3278942289861805
2000-02-29;0.0009110020019752694;6.768500919470173e-07;0.00037127333628906846;0.0018622424225956669;0.0064589861533151825;0.021176929913600647;0.002211982901529638;7.388754051664571e-06;0.03834993499921941;0.0025192043152631985;0.01517054697329477;0.18353690811703433;0.01972534850500664;0.3950282277856666;0.045863220820423;4.8931573661280743e-08;0.457993342808821;0.07398731851082087;0.0007321664189451891;0.0048627285523766585;0.04702711479689068;0.001016425376383914;0.17466469285310654;0.15944320749958618;0.09883559475814024;0.03365054283313884;0.015511350196032642;1.0960713569368689e-07;0.07416813435397239;0.32068666880395597
2000-03-01;0.0007551750717420489;6.679949484930619e-07;0.0003115468136148108;0.0024804004072691813;0.005854497597351014;0.027001861028070326;0.0027507569642653347;4.7864352514460405e-06;0.03434407443302563;0.002978869859978743;0.014468902680977103;0.18574935958737843;0.023420947147101533;0.3878372349983161;0.044999544849259235;3.3512363806854915e-08;0.4548277409022796;0.06329641030133523;0.0008260443688657715;0.0033126950575884102;0.04842266205897879;0.0009394987218526968;0.16920463718773282;0.1646308143667145;0.10140699330878883;0.02899214243431279;0.01436367520688764;9.686729965456189e-08;0.07377341256280391;0.32691476634709865
2000-03-02;0.0009669479524920004;4.2782628941140303e-07;0.00034548481267257774;0.0031201380819052132;0.007226215504909287;0.023579891524691636;0.0031458869763151165;5.083550859500119e-06;0.02853242639291014;0.003439025275063375;0.014177963534731594;0.19005654997976817;0.0230088058710873;0.4037172131769635;0.04892001208629014;1.0328842773742532e-08;0.4625124195438359;0.06195465003521015;0.0011192933862385669;0.0031977595336884325;0.05267087902936536;0.001028634664426938;0.18300808875629032;0.1662810874659384;0.11893248277996288;0.03269321417871343;0.014430671265443179;1.3626578430663402e-07;0.07859027875279485;0.3271880395709944
2000-03-03;0.0007309415860408531;2.2693756722617279e-07;0.0002699014024084341;0.0017560768200144126;0.005810274776039438;0.025724554710507865;0.0025102131364552697;3.932543407310167e-06;0.030407780367977873;0.0027998507258821014;0.012828036146084342;0.17511131603449542;0.026673099862028725;0.41832640694141104;0.04901653923224912;9.591531385568901e-09;0.45446432443819423;0.06909335184816562;0.0010240148963707619;0.0024273731092175027;0.05547751046447229;0.0009098999742773089;0.17697463085754228;0.15736663986652327;0.12050905398840284;0.030987659968404375;0.01678925092111118;4.3070488837319926e-08;0.08404148514713866;0.32635617264113026
2000-03-06;0.0005065525618395316;1.320991737694006e-07;0.0003515379140808087;0.0024025916660780776;0.006700521482203821;0.028372482218725514;0.003293300289551817;5.227411086628451e-06;0.030689898460772295;0.002769893427526108;0.013608176486130235;0.18660893557067448;0.02664848855029912;0.43181645147685377;0.05334286096353936;1.0835630290513275e-08;0.46604626135509564;0.06045455742964536;0.001004419246010243;0.0021771652583549173;0.05012050068375619;0.0010680820140050054;0.18343719304308792;0.16858327995479228;0.13255993892587553;0.028920244390841187;0.01853942173733624;8.387978869612609e-08;0.0877433243381825;0.32286834690700195
2000-03-07;0.0003734753649090756;3.166342460367108e-07;0.0004776905828824805;0.0038215076236994376;0.007874959238921408;0.0333293866647692;0.004480311822736158;7.712687300710014e-06;0.02377169906138639;0.0013013759967497006;0.016774078866682342;0.1852487037373053;0.026670290770300708;0.4389582882024738;0.05516008199441418;3.439314304197156e-08;0.4661883396996702;0.06726322441715384;0.0013175596333010536;0.001988213269063785;0.05799129335348271;0.0011786434420588939;0.17276533357279045;0.17721394810628405;0.13783549875604878;0.034607108444400764;0.02235246357920079;4.272891197386494e-08;0.08782135293320537;0.3229618816848393
2000-03-08;0.00040952867019597466;2.0956697927463507e-07;0.0004071657435779186;0.0033884243770461084;0.005961789936962166;0.033754345013669765;0.0026637756920354833;9.464678272932245e-06;0.024491227002081912;0.0007551199688917183;0.015076240657516246;0.17373346431912318;0.0266785917800833;0.42856966240679795;0.05638092858615662;4.14637127151671e-08;0.4686382454527107;0.06726947377188168;0.0014811269813637474;0.0027956488615270086;0.052477256514518254;0.0011954670432398563;0.1791321876048887;0.17377535960164375;0.13919819476001843;0.0349459329830613;0.0230100184315811;2.0459237832905345e-08;0.08656792092029181;0.3280854308059524
